Állítsák idõrendbe a fagyosszentek napjait! Kezdjék az év elejéhez legközelebbivel!;Orbán;Binifác;Pongrác;Szervác;CDBA;ÁLTALÁNOS
"Tegyék ""megszületésük"" idõrendjébe az alábbi irodalmi alakokat!";Raszkolnyikov;Svejk;Anyegin;Gulliver;DCAB;IRODALOM
Tegyék az Oscar-díjas filmeket díjazásuk idõrendjébe!;My Fair Lady;A bárányok hallgatnak;Amerikai szépség;Kramer kontra Kramer;ADBC;FILM
Tegyék területük nagysága szerinti növekvõ sorrendbe Magyarország alábbi szomszédjait!;Szlovénia;Ausztria;Ukrajna;Románia;ABDC;FÖLDRAJZ
Állítsák születésük sorrendjébe az alábbi olasz zeneszerzõket!;Rossini;Monteverdi;Vivaldi;Verdi;BCAD;OPERA
Tegyék a növényeket a Földön való megjelenésük idõrendjébe!;fenyõk;mohák;zárvatermõk;moszatok;DBAC;BIOLÓGIA
Állítsák történésük idõrendjébe a Robinson Crusoe címû regény eseményeit!;hajótörés;csónakfaragás;a tisztek kiszabadítása;találkozás Péntekkel;ABDC;IRODALOM
Állítsák idõrendi sorrendbe az alábbi francia köztársasági elnököket!;George Pompidou;Jacques Chirac;Francois Mitterand;Charles de Gaulle;DACB;TÖRTÉNELEM
Tegyék idõrendi sorrendbe a következõ magyar hadvezéreket! Kezdjék a legkorábbival!;Esze Tamás;Damjanich János;Hunyadi János;Zrínyi Miklós;CDAB;TÖRTÉNELEM
Állítsák idõrendi sorrendbe a felsorolt nõi olimpiai bajnok vívóinkat! Kezdjék a legkorábbival!;Tordasi Ildikó;Elek Ilona;Nagy Tímea;Rejtõ Ildikó;BDAC;SPORT
Állítsák sorrendbe a filmcímeket a hozzájuk tartozó számok alapján!;kicsi indián;mesterlövész;testõr;kiskutya;CBAD;FILM
Tegyék idõrendbe Máté evangéliumának eseményeit!;Pilátus ítélete;a hegyi beszéd;az utolsó vacsora;Jézus születése;DBCA;VALLÁS
Állítsák sorrendbe a bolygókat a Naptól való közepes távolságuk szerint! Kezdjék a legközelebbivel!;Plútó;Föld;Mars;Merkúr;DBCA;TUDOMÁNY
Állítsák sorrendbe a tudósokat Nobel-díjuk kézhezvételének idõpontja alapján! Kezdjék a legkorábbival!;Albert Einstein;Szent-Györgyi Albert;Gábor Dénes;Conrad Röntgen;DABC;TUDOMÁNY
Állítsák születésük idõrendjébe az alábbi magyar színészeket! Kezdjék a legkorábbival!;Lendvay Márton;Latinovits Zoltán;Kabos Gyula;Básti Lajos;ACDB;SZÍNHÁZ
Tegyék a jeles alkalmakat a naptári évnek megfelelõ idõrendbe!;mindenszentek;gyertyaszentelõ;aranyvasárnap;vízkereszt;DBAC;ÁLTALÁNOS
Állítsák a Duna folyásírányának megfelelõ sorrendbe a magyar szigeteket!;Csepel-sziget;Margit-sziget;Szentendrei-sziget;Mohácsi-sziget;CBAD;FÖLDRAJZ
Tegyék a magyar filmeket cselekményük történelmi idõrendjébe!;Fényes szelek;Feltámadott a tenger;Egri csillagok;Honfoglalás;DCBA;FILM
Tegyék keletkezésük idõrendjébe a drámai hõsöket!;Ibsen: Nora;Moliere: Tartuffe;Szophoklész: Antigoné;Shakespeare: Hamlet;CDBA;IRODALOM
"Állítsák ""rangjuk"" szerinti növekvõ sorrendbe a felsorolt egyetemi oktatókat!";docens;rektor;tanársegéd;adjunktus;CDAB;ÁLTALÁNOS
Tegyék a számmegjelölõ kifejezéseket értékük emelkedõ sorrendjébe!;okta-;hexa-;tri-;hepta-;CBDA;NYELV
Állítsák a híres magyar zenés mûveket bemutatásuk idõrendjébe!;A padlás;Csárdáskirálynõ;Bánk bán;Háry János;CBDA;MÛVÉSZET
Állítsák sorrendbe viselésük helye szerint talptól fejtetõig a ruhadarabokat!;krinolin;turbán;mokaszin;dolmány;CADB;ÁLTALÁNOS
Állítsák aranyérmük megszerzésének idõrendjébe olimpiai bajnok kajak-kenusainkat!;Storcz Botond;Hesz Mihály;Parti János;Gyulay Zsolt;CBDA;SPORT
Tegyék születésük idõrendjébe a nagy meseírókat! Kezdjék a legkorábbival!;Aesopus;Andersen;Milne;La Fontaine;ADBC;IRODALOM
Állítsák idõrendbe a híres törvényalkotókat!;Hammurapi;Szent István;Drakhón;Werbõczy;ACBD;TÖRTÉNELEM
Állítsák sorrendbe az alábbi városokat északról déli irányba! Kezdjék a legészakibbal!;Prága;Róma;Szentpétervár;Kairó;CABD;FÖLDRAJZ
Állítsák születésük idõrendjébe a repülés történetének nagy alakjait!;Blériot;Montgolfier testvérek;Zeppelin;Lindbergh;BCAD;TECHNIKA
Állítsák születésük sorrendjébe az alább felsorolt rockzenészeket! Kezdjék a legkorábbival!;Bill Haley;Jimi Hendrix;Michael Jackson;Elvis Presley;ADBC;ZENE
Tegyék idõrendi sorrendbe a felsorolt pápákat! Kezdjék a legkorábbival!;XIII. Gergely;Szent Péter;XXIII. János;II. Szilveszter;BDAC;VALLÁS
"Tegyék az alábbi híres ""irodalmi fogalmakat"" kitalálásuk idõrendjébe!";az öreg halász nagy fogása;Tatjana levele;Don Quijote szélmalomharca;Odüsszeusz íjversenye;DCBA;IRODALOM
"Állítsák idõrendbe a magyar filmeket aszerint, hogy melyik korban játszódnak!";Semmelwies;Rab Ráby;Julianus;Csinibaba;CBAD;FILM
Állítsák a zeneszerzõket születésük idõrendjébe!;Paul McCartney;George Gershwin;Leonard Bernstein;Giuseppe Verdi;DBCA;OPERA
Tegyék a forinthoz viszonyított árfolyamuk szerinti növekvõ sorrendbe a valutákat!;francia frank;angol font;német márka;amerikai dollár;ACDB;ÁLTALÁNOS
Tegyék megírásuk idõrendjébe a híres irodalmi összecsapásokat!;Anyegin és Lenszkij;Antigoné és Kreón;Rómeó és Tybalt;Boka és Áts Feri;BCAD;IRODALOM
Tegyék a híres magyar asszonyokat születésük idõrendjébe!;Bajor Gizi;Zrínyi Ilona;Szendrey Júlia;Mária királynõ;DBCA;TÖRTÉNELEM
Állítsák sorrendbe az alábbi fõvárosokat nyugatról keleti irányba! Kezdjék a 0. hosszúsági foknál!;Bagdad;London;Tokió;Budapest;BDAC;FÖLDRAJZ
Állítsák születésük idõrendjébe a neves magyar sakkozókat!;Portisch Lajos;Polgár Judit;Lékó Péter;Polgár Zsófia;ADBC;SPORT
Tegyék uralkodásuk sorrendjébe az alábbi angol uralkodókat! Kezdjék a legkorábbival!;VIII. Henrik;II. Erzsébet;I. (Oroszlánszívû) Richárd;Viktória;CADB;TÖRTÉNELEM
Tegyék megépítésük idõrendjébe a híres hajókat!;Titanic;Kon-Tiki;Santa Maria;Mayflower;CDAB;ÁLTALÁNOS
Tegyék idõrendbe Ady Endre életének jelentõs eseményeit!;a Nyugat elsõ száma;elsõ kötete;zilahi iskolaévek;házasság Csinszkával;CBAD;IRODALOM
Tegyék születésük idõrendjébe a felsorolt magyar feltalálókat!;Kempelen Farkas;Kandó Kálmán;Gábor Dénes;Jedlik Ányos;ADBC;TECHNIKA
Állítsák sorrendbe az alábbi magyar városokat nyugatról keleti irányba!;Debrecen;Szolnok;Székesfehérvár;Kõszeg;DCBA;FÖLDRAJZ
Állítsák sorrendbe bentrõl kifelé haladva a madártojás részeit!;sárgája;mészhéj;fehérje;héjhártya;ACDB;BIOLÓGIA
Állítsák bemutatásuk idõrendjébe a Robert Redford fõszereplésével készült filmeket!;A nagy balhé;Tisztességtelen ajánlat;Távol Afrikától;A suttogó;ACBD;FILM
Tegyék egyéni olimpiai aranyérmük megszerzésének idõrendjébe az alábbi kardvívóinkat!;Szabó Bence;Gerevich Aladár;Kárpáti Rudolf;Dr. Fuchs Jenõ;DBCA;SPORT
Tegyék tényleges elhalálozásuk sorrendjébe a Rómeó és Júlia szereplõit!;Rómeó;Júlia;Mercutio;Tybalt;CDAB;IRODALOM
Állítsák születésük idõrendjébe az alábbi német zeneszerzõket!;Schumann;Beethoven;Telemann;Richard Strauss;CBAD;OPERA
Tegyék sorrendbe a halakat átlagos nagyságuk szerint! Kezdjék a legkisebbel!;mélytengeri angolna;európai szardella;törpeharcsa;kardhal;BCAD;BIOLÓGIA
Állítsák sorrendbe az alapállásban álló sakkfigurákat a tábla szélétõl a közepe felé haladva!;bástya;vezér;huszár;futó;ACDB;JÁTÉK
Állítsák születésük idõrendjébe a magyar színészeket!;Zenthe Ferenc;Csortos Gyula;Huszti Péter;Kulka János;BACD;SZÍNHÁZ
Állítsák idõrendbe a Bibliában szereplõ királyokat!;Dávid;Saul;Salamon;Heródes;BACD;VALLÁS
Milyen sorrendben voltak hatalmon az alábbi szovjet pártfõtitkárok?;Nyikita Hruscsov;Leonyid Brezsnyev;Mihail Gorbacsov;Jurij Andropov;ABDC;TÖRTÉNELEM
Állítsák az országokat az Egyenlítõtõl való távolságuk sorrendjébe! Kezdjék a legközelebbivel!;Kenya;Törökország;Jemen;Grúzia;ACBD;FÖLDRAJZ
Tegyék a Duna folyásiránya szerinti sorrendbe a budapesti hidakat!;Széchenyi-Lánchíd;Petõfi híd;Margit híd;Árpád híd;DCAB;MAGYARORSZÁG
Állítsák a fõszereplõként Oscar-díjat nyert színésznõket elsõ díjazásuk idõrendjébe!;Cher;Barbra Streisand;Vivien Leigh;Grace Kelly;CDBA;FILM
Tegyék születésük idõrendjébe a következõ magyar labdarúgó csatárokat!;Albert Flórián;Kiprich József;Zsengellér Gyula;Puskás Ferenc;CDAB;SPORT
Tegyék alapterületük szerint sorba a tavakat! Kezdjék a legkisebbel!;Fertõ-tó;Balaton;Szelidi-tó;Velencei-tó;CDAB;FÖLDRAJZ
Állítsák az együtteseket elsõ önálló nagylemezük megjelenésének idõrendjébe!;Fonográf;Illés;Republic;Bikini;BADC;ZENE
Állítsák bemutatásuk idõrendjébe Steven Spielberg filmjeit!;E.T.;Hook;Jurrasic Park;Cápa;DABC;FILM
Tegyék születésük idõrendjébe a felsorolt magyar költõket! Kezdjék a legkorábbival!;Radnóti Miklós;Arany János;Balassi Bálint;Csokonai Vitéz Mihály;CDBA;IRODALOM
Tegyék idõrendi sorrendbe az alábbi írásfajtákat! Kezdjék a legkorábbival!;cirill írás;görög írás;hieroglif írás;arab írás;CBDA;NYELV
Tegyék növekvõ sorrendbe a régi magyar hosszmértékeket!;magyar mérföld;bécsi öl;bécsi láb;bécsi hüvelyk;DCBA;TUDOMÁNY
Tegyék az európai nyelveket beszélõik számának emelkedõ sorrendjébe!;macedón;bolgár;francia;lengyel;ABDC;NYELV
Tegyék az irodalmi mûveket a címbõl hiányzó értékek emelkedõ sorrendjébe!;A … Lotti (Kastner);… kicsi néger (Christie);A … nõvér (Csehov);… év magány (Márquez);ACBD;IRODALOM
Tegyék átmérõjük emelkedõ sorrendjébe naprendszerünk égitesteit!;Nap;Plútó;Jupiter;Szaturnusz;BDCA;TUDOMÁNY
Állítsák idõrendi sorrendbe az alábbi  magyar köztársasági elnököket! Kezdjék a legkorábbival!;Mádl Ferenc;Tildy Zoltán;Göncz Árpád;Károlyi Mihály;DBCA;TÖRTÉNELEM
Tegyék az alábbi magyar vígjátékokat elsõ bemutatásuk idõrendjébe!;A miniszter félrelép;Fel a fejjel!;"Hippolyt, a lakáj";Sose halunk meg!;CBDA;FILM
"Tegyék sorba a festõket aszerint, hány évig éltek! Kezdjék a legrövidebb életûvel!";Pablo Picasso;Toulose-Lautrec;Rubens;Paul Gauguin;BDCA;KÉPZÕMÛVÉSZET
Tegyék észak-déli sorrendbe az afrikai városokat!;Kairó;Nairobi;Addisz-Abeba;Pretoria;ACBD;FÖLDRAJZ
"Állítsák az Éva megformálta nõket idõrendbe aszerint, ahogy Az ember tragédiájában megjelennek!";Izóra;Borbála;egy eszkimó neje;egy rabszolga neje;DABC;IRODALOM
Tegyék idõrendbe az egy szervajátékon belüli lehetséges teniszállásokat!;30:15;0:15;30:40;15:15;BDAC;SPORT
Állítsák születésük idõrendjébe a híres orvosokat!;Christian Barnard;Hippokratész;Semmelweis Ignác;Paracelsus;BDCA;TUDOMÁNY
"Tegyék sorba az amerikai elnököket aszerint, hány évig töltötték be hivatalukat! Kezdjék a legkevesebbel!";J. F. Kennedy;F. D. Rossevelt;Bill Clinton;Jimmy Carter;ADCB;TÖRTÉNELEM
Tegyék fejtõl lefelé haladva sorba az alábbi testrészeket!;hipotalamusz;vádli;kulcscsont;achilles-ín;ACBD;BIOLÓGIA
Állítsák magasság szerinti sorrendbe a felsorolt magyar hegycsúcsokat! Kezdjék a legmagasabbal!;Kékes;Gellért-hegy;János-hegy;Dobogó-kõ;ADCB;FÖLDRAJZ
Tegyék születésük idõrendjébe az alábbi híres forradalmárokat!;V. I. Lenin;Robespierre;Che Guevara;Oliver Cromwell;DBAC;TÖRTÉNELEM
Állítsák az elemeket vegyjelük ábécérendjébe!;nitrogén;bór;foszfor;kálium;BDAC;TUDOMÁNY
Tegyék a filmrendezõket születésük idõrendjébe!;George Lucas;Alfred Hitchcock;Federico Fellini;Charlie Chaplin;DBCA;FILM
Állítsák a termékeket energiatartalmuk emelkedõ sorrendjébe!;citrom;csokoládé;szalonna;bab;ADBC;TUDOMÁNY
Tegyék születésük idõrendjébe az alábbi reneszánsz személyiségeket!;Mátyás király;Bethlen Gábor;Shakespeare;Gutenberg;DACB;TÖRTÉNELEM
Állítsák népesség szerinti sorrendbe a felsorolt földrészeket! Kezdjék a legnépesebbel!;Afrika;Ausztrália és Óceánia;Észak-Amerika;Ázsia;DACB;FÖLDRAJZ
Tegyék értékük szerinti sorba az alábbi törteket! Kezdjék a legkisebbel!;egyhatod;háromnegyed;héttized;kétharmad;ADCB;TUDOMÁNY
Állítsák az alábbi magyar birkózókat olimpiai aranyérmük megszerzésének idõrendjébe!;Hegedûs Csaba;Kárpáti Károly;Kozma István;Farkas Péter;BCAD;SPORT
Tegyék a zenemûveket az azokat megszólaltató hangszerek száma szerinti növekvõ sorrendbe!;Beethoven: Tavaszi szonáta;Chopin: Perc-keringõ;Mendelssohn: Olasz szimfónia;Schubert: Pisztráng-ötös;BADC;OPERA
Állítsák idõrendbe az Újszövetség alábbi eseményeit!;Angyali üdvözlet;Utolsó vacsora;Hegyi beszéd;Jézus keresztre feszítése;ACBD;VALLÁS
Állítsák az együtteseket elsõ nagylemezük megjelenésének idõrendjébe!;Pa-Dö-Dö;KFT;Bergendy;Bestiák;CBAD;ZENE
"Állítsák sorrendbe a Balaton-parti településeket, Budapesttõl való növekvõ távolságuk szerint!";Siófok;Balatonszemes;Szántód;Fonyód;ACBD;FÖLDRAJZ
Állítsák a bibliai fogalmakat a hozzájuk tartozó számok növekvõ sorrendjébe!;Egyiptomot sújtó csapások;szûk esztendõk;Júdás ezüstpénzei;az apostolok száma;BADC;VALLÁS
Állítsák sorba a verseket versszakaik száma szerint! Kezdjék a legkevesebbel!;Kölcsey: Himnusz;Ady: Párizsban járt az õsz;Petõfi: Nemzeti dal;Arany: A walesi bárdok;BCAD;IRODALOM
Állítsák a híres nõket születésük idõrendjébe!;Mária Lujza;Jeanne d' Arc;Mata Hari;Brigitte Bardot;BACD;ÁLTALÁNOS
Tegyék történetük idõrendjébe az alábbi szerelmes tárgyú mûveket!;Elfújta a szél;Love story;Rómeó és Júlia;A szerelmes Shakespeare;CDAB;FILM
Állítsák növekvõ sorrendbe a fémeket olvadáspontjuk szerint!;arany;higany;ólom;ezüst;BCDA;TUDOMÁNY
Tegyék születésük sorrendjébe a következõ magyar utazókat!;Vámbéry Ármin;Germanus Gyula;Kõrösi Csoma Sándor;Julianus barát;DCAB;TÖRTÉNELEM
Tegyék az alábbi városokat az ott megrendezett olimpiák idõrendjébe!;Berlin;München;Helsinki;Atlanta;ACBD;SPORT
Állítsák sorba területük szerint az alábbi országokat! Kezdjék a legnagyobbal!;Vatikán;San Marino;Szlovénia;Málta;CDBA;FÖLDRAJZ
Tegyék gyártásuk idõrendjébe a híres sci-fi filmeket!;Csillagok háborúja;2001. Ûrodüsszeia;Mátrix;Metropolis;DBAC;FILM
Állítsák születésük idõrendjébe a magyar zeneszerzõket!;Presser Gábor;Erkel Ferenc;Petrovics Emil;Kálmán Imre;BDCA;OPERA
Állítsák növekvõ sorrendbe a növényeket átlagos magasságuk szerint!;mamutfenyõ;bükk;aranyesõ;gyöngyvirág;DCBA;BIOLÓGIA
Állítsák a nagylemezeket elsõ megjelenésük idõrendjébe!;Loksi;Illések és pofonok;Macska az úton;Indul a mandula;BACD;ZENE
Állítsák sorrendbe a felsorolt országokat népsûrûségük alapján! Kezdjék a legsûrûbben lakottal!;Hollandia;Nyugat-Szahara;Banglades;Magyarország;CADB;ORSZÁGOK
Tegyék legelsõ kötetük megjelenésének idõrendjébe az alábbi költõket!;Babits Mihály;József Attila;Weöres Sándor;Reviczky Gyula;DABC;IRODALOM
Tegyék sorrendbe a felsorolt emberi csontokat! Kezdjék felülrõl!;lapocka;járomcsont;sípcsont;medencecsont;BADC;BIOLÓGIA
Tegyék sorrendbe a felsorolt magyar városokat keletrõl nyugatra haladva!;Eger;Sopron;Nyíregyháza;Esztergom;CADB;FÖLDRAJZ
"Állítsák növekvõ sorrendbe az írókat aszerint, hány fennmaradt szindarabjukat tartjuk számon!";Petõfi Sándor;William Shakespeare;Szophoklész;Lope de Vega;ACBD;IRODALOM
Állítsák az alábbi zenés mûveket bemutatásuk idõrendjébe!;Macskák;A víg özvegy;Aida;Don Giovanni;DCBA;OPERA
"Állítsák idõrendbe a magyar filmeket aszerint, melyik korban játszódnak!";Ezek a fiatalok;Akli Miklós;Csínom Palkó;Talpalatnyi föld;CBDA;FILM
Tegyék a nemzeteket összes nyári olimpiai aranyérmük számának növekvõ sorrendjébe!;Egyesült Államok;Japán;Magyarország;Svájc;DBCA;SPORT
Állítsák az alábbi szavakat a Himnuszban való elhangzásuk sorrendjébe!;balsors;jövendõt;bõséggel;ellenséggel;CDAB;SPORT
Állítsák megalakulásuk idõrendjébe a következõ rockegyütteseket!;U2;Pet Shop Boys;The Beatles;Led Zeppelin;CDAB;ZENE
Tegyék a Biblia könyveit történeti sorrendbe!;Kivonulás könyve;Teremtés könyve;Jób könyve;Jónás könyve;BACD;VALLÁS
"Állítsák idõrendbe Phileas Fogg, a Verne-hõs nyolcvan napos utazásának állomásait!";San Francisco;Szuez;Bombay;New York;BCAD;IRODALOM
"Állítsák növekvõ sorrendbe a neveket aszerint, hány Árpád-házi királyunk viselte!";Péter;István;Béla;András;ADCB;TÖRTÉNELEM
Tegyék cselekményük történésének idõrendjébe a következõ operákat! Kezdjék a legkorábbival!;Erkel: Bánk bán;Puccini: Tosca;Wagner: Lohengrin;Verdi: Nabucco;DCAB;OPERA
Tegyék születésük idõrendjébe a felsorolt magyar válogatott hátvédeket!;Garaba Imre;Buzánszky Jenõ;Kehrling Béla;Mészöly Kálmán;CBDA;SPORT
Tegyék születésük idõrendjébe a híres szobrászokat!;Izsó Miklós;Kisfaludi Strobl Zsigmond;Kolozsvári Márton;Melocco Miklós;CABD;KÉPZÕMÛVÉSZET
Állítsák sorba a folyókat maximális vízhozamuk szerint! Kezdjék a legkevesebbel!;Mississippi;Duna;Amazonas;Pó;DBAC;FÖLDRAJZ
Állítsák idõrendi sorrendbe az év jeles napjait! Kezdjék a legkorábbival!;Anyák napja;Valentin nap;Mikulás;Nõnap;BDAC;ÁLTALÁNOS
Állítsák sorba az ásványokat szemcsekeménységük szerint! Kezdjék a legpuhábbal!;kvarc;kalcit;gipsz;grafit;DCBA;TUDOMÁNY
Tegyék sorrendbe az alábbi félszigeteket területük nagysága szerint! Kezdjék a legnagyobbal!;Florida;Arab-félsziget;Krím-félsziget;Skandináv-félsziget;BDAC;FÖLDRAJZ
Tegyék születésük idõrendjébe a következõ osztrák zeneszerzõket!;ifj. Johann Strauss;Arnold Schönberg;Joseph Haydn;Franz Schubert;CDAB;OPERA
Tegyék megalakulásuk idõrendjébe a felsorolt rockegyütteseket!;Pink Floyd;Pet Shop Boys;AC/DC;Beach Boys;DACB;ZENE
Állítsák sorrendbe az USA szövetségi államait az Atlanti-óceántól a Csendes-óceánig!;Kansas;Arizona;Kalifornia;Florida;DABC;FÖLDRAJZ
"Tegyék idõrendbe a Nobel-békedíjasokat! Kezdjék azzal, aki a legkorábban kapta!";Lech Walesa;Martin Luther King;Mihail Gorbacsov;Albert Schweitzer;DBAC;ÁLTALÁNOS
Állítsák külügyminiszterségük idõrendjébe a magyar politikusokat!;Horn Gyula;Kovács László;Jeszenszky Géza;Martonyi János;ACBD;TÖRTÉNELEM
Állítsák az építészet nagyjait születésük idõrendjébe!;Gustave Eiffel;Le Corbusier;Imhotep;Michelangelo;CDAB;ÉPÍTÉSZET
Tegyék idõrendbe a magyar történelmi hõsöket!;Koppány;Kinizsi Pál;Esze Tamás;Dobó István;ABDC;TÖRTÉNELEM
Állítsák születésük idõrendjébe a neves írónõket!;Jane Austen;Simone de Beauvoir;George Sand;J.K. Rowling;ACBD;IRODALOM
Állítsák a Duna menti országokat a folyó folyásirányának megfelelõ sorrendbe!;Szlovákia;Ausztria;Románia;Magyarország;BADC;FÖLDRAJZ
"Állítsák sorrendbe a fogalmakat aszerint, ahogy a Szeptember végén címû versben elõfurdulnak!";téli világ;zöldellõ nyárfa;kerti virágok;bérci tetõ;CBAD;IRODALOM
Állítsák sorba az országokat a férfiak születéskor várható élettartama szerint! Kezdjék a legkevesebbel!;Franciaország;Brazília;Kenya;Banglades;DCBA;ORSZÁGOK
Állítsák születésük sorrendjébe a következõ külföldi énekesnõket!;Tina Turner;Ella Fitzgerald;Diana Ross;Madonna;BACD;ZENE
Tegyék a magyar filmeket a címekbõl hiányzó számok növekvõ sorrendjébe!;2x2 néha …;A … testõr Afrikában;… tonna dollár;Mese a … találatról;BACD;FILM
Tegyék születésük sorrendjébe az alábbi híres tudósokat!;Mengyelejev;Marie Curie;Lavoisier;Faraday;CDAB;TUDOMÁNY
Állítsák sorrendbe az alábbi sportágak labdáit méretük szerint! Kezdjék a legkisebbel!;tenisz;labdarúgás;kézilabda;asztalitenisz;DACB;SPORT
Tegyék megírásuk idõrendjébe az alábbi ismert magyar verseket!;Nemzeti dal;Héjanász az avaron;A Reményhez;Hajnali részegség;CABD;IRODALOM
Állítsák az ûreszközöket elsõ fellövésük idõrendjébe!;Vosztok-1 ûrhajó;Szputnyik-1 mûhold;Apollo-11 ûrhajó;Columbia ûrrepülõgép;BACD;TUDOMÁNY
Állítsák idõrendbe a felsorolt magyar csatákat!;kenyérmezei csata;muhi csata;segesvári csata;mohácsi csata;BADC;TÖRTÉNELEM
Tegyék területük szerint sorba a volt szovjet tagköztársaságokat! Kezdjék a legkisebbel!;Oroszország;Lettország;Kazahsztán;Azerbajdzsán;BDCA;FÖLDRAJZ
Állítsák az énekesnõket elsõ önálló nagylemezük megjelenésének idõrendjébe!;Szandi;Zoltán Erika;Cserháti Zsuzsa;Kovács Kati;DCBA;ZENE
Állítsák az országokat elsõ labdarúgó világbajnoki aranyérmük megszerzésének idõrendjébe!;Olaszország;Franciaország;Brazília;Argentína;ACDB;SPORT
Tegyék sorrendbe a felsorolt bibliai szereplõket a hozzájuk kapcsolódó számok alapján?;apostolok;napkeleti bölcsek;latrok;evangelisták;CBDA;VALLÁS
Tegyék születésük idõrendjébe a híres írónõket!;Szabó Magda;Kaffka Margit;George Sand;Jane Austen;DCBA;IRODALOM
Tegyék idõrendbe a híres ütközeteket!;trafalgari csata;szalamiszi csata;lepantói csata;sztálingrádi csata;BCAD;TÖRTÉNELEM
Tegyék sorba a magyar hegységeket legmagasabb csúcsuk szerint! Kezdjék a legalacsonyabbal!;Mátra;Bükk;Gerecse;Bakony;CDBA;FÖLDRAJZ
Állítsák a fõszereplõként Oscar-díjat nyert színészeket elsõ díjazásuk idõrendjébe!;Laurence Olivier;Gregory Peck;Nicolas Cage;Dustin Hoffman;ABDC;FILM
Állítsák naptári idõrendbe a jeles napokat!;virágvasárnap;nagypéntek;pünkösd;húsvét;ABDC;VALLÁS
Állítsák sorba az országokat népsûrûségük szerint! Kezdjék a legkevesebbel!;Ciprus;Peru;Ausztrália;Kína;CBAD;ORSZÁGOK
Állítsák idõrendbe a következõ földrajzi felfedezõket!;David Livingstone;Roald Amundsen;James Cook;Ferdinand Magellán;DCAB;TÖRTÉNELEM
Állítsák fejlettségi sorrendbe az alábbi állatokat! Kezdjék a legfejletlenebbel!;szalamandra;osztriga;kolibri;fóka;BACD;BIOLÓGIA
Állítsák idõrendi sorrendbe a következõ szobrászokat! Kezdjék a legrégebbivel!;Henry Moore;Michelangelo;Rodin;Müron;DBCA;KÉPZÕMÛVÉSZET
Tegyék keletkezésük idõrendjébe a híres eposzokat!;Mahábhárata;Szigeti veszedelem;Aeneis;Zalán futása;ACBD;IRODALOM
Állítsák idõrendi sorrendbe a következõ magyar olimpiai bajnok tornászokat!;Magyar Zoltán;Borkai Zsolt;Csollány Szilveszter;Pelle István;DABC;SPORT
Állítsák a bolygókat növekvõ sorrendbe ismert holdjaik alapján!;Föld;Mars;Jupiter;Uránusz;ABDC;TUDOMÁNY
Állítsák emelkedõ sorrendbe a magyar városokat az ott haladó országos fõútvonal száma szerint!;Vác;Pécs;Veszprém;Debrecen;ADBC;MAGYARORSZÁG
Tegyék idõrendi sorrendbe az alábbi esztergomi érsekeket!;Mindszenty József;Bakócz Tamás;Paskai László;Pázmány Péter;BDAC;VALLÁS
Állítsák sorrendbe az alábbi együtteseket tagjaik száma alapján! Kezdjék a legkevesebbel!;Irígy Hónaljmirigy;Ganxsta Zolee és a Kartel;Bon Bon;V.I.P.;CDBA;ZENE
Tegyék sorrendbe a magyar borvidékeket keletrõl nyugat felé haladva!;Tokaj;Badacsony;Villány;Eger;ADCB;MAGYARORSZÁG
"Állítsák az irodalmi hõsöket ""születésük"" idõrendjébe!";Nemecsek Ernõ;Baradlay Richárd;Nyilas Misi;Vitay Georgina;BACD;IRODALOM
Tegyék születésük idõrendjébe az orosz irodalom kimagasló alakjait!;Gogol;Majakovszkij;Csehov;Szolzsenyicin;ACBD;IRODALOM
Tegyék a növényeket átlagos magasságuk szerint növekvõ sorrendbe!;kikeleti hóvirág;húsos som;törpemandula;fehér akác;ACBD;BIOLÓGIA
Állítsák növekvõ sorrendbe az országokat területük nagysága szerint!;Izland;Japán;Egyiptom;Luxemburg;DABC;FÖLDRAJZ
"Állítsák sorba a filmsztárokat aszerint, hogy hány évig éltek! Kezdjék a legrövidebb életûvel!";Richard Burton;Henry Fonda;James Dean;Marilyn Monroe;CDAB;FILM
Tegyék az atlétikai dobóeszközöket az általuk teljesíthetõ távolság növekvõ sorrendjébe!;kalapács;diszkosz;súlygolyó;gerely;CBAD;SPORT
Állítsák sorrendbe északról dél felé haladva a felsorolt olasz városokat!;Milánó;Nápoly;Firenze;Róma;ACDB;FÖLDRAJZ
Állítsák uralkodásuk idõrendjébe a felsorolt brit uralkodókat!;I. (Oroszlánszívû) Richard;II. Erzsébet;Viktória;VIII. Henrik;ADCB;TÖRTÉNELEM
"Tegyék sorrendbe a nyelveket aszerint, hogy hányan beszélik anyanyelvként! Kezdjék a legelterjedtebbel!";mandarin kínai;olasz;arab;spanyol;ADCB;NYELV
"Állítsák sorba az állatokat aszerint, mennyi ideig vemhesek! Kezdjék a legrövidebbel!";kutya;csimpánz;elefánt;házi egér;DABC;BIOLÓGIA
Állítsák sorrendbe a növényi sejt részeit belülrõl kifelé haladva!;maghártya;sejtplazma;sejtmag;sejtfal;CABD;BIOLÓGIA
Állítsák a színésznõket pályakezdésük idõrendjébe!;Tolnay Klári;Fedák Sári;Básti Juli;Psota Irén;BADC;SZÍNHÁZ
Tegyék idõrendi sorrendbe a felsorolt labdarúgó szövetségi kapitányokat! Kezdjék a legkorábbival!;Illovszky Rudolf;Sebes Gusztáv;Hajós Alfréd;Bicskei Bertalan;CBAD;SPORT
